Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
274,Rick Mahorn\mahorri01,C,39,DET,59,707,7.8,0.49,0,0.264,10.9,22,16.4,3.3,1.1,0.7,20.4,11.9,0,0.9,0.9,0.064,-4.3,-0.3,-4.6,-0.5
275,Dan Majerle\majerda01,SG,32,MIA,72,1928,12.2,0.562,0.672,0.116,3,13,8.2,13,1.9,0.6,12.3,12.7,2.8,2.5,5.3,0.131,1.3,1.1,2.5,2.2
276,Karl Malone*\malonka01,PF,34,UTA,81,3030,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,16.4,0.259,5.7,1.4,7,6.9
277,Matt Maloney\malonma01,PG,26,HOU,78,2217,10.5,0.539,0.59,0.133,0.9,6.6,3.8,15.6,1.5,0.2,14.7,14.9,1.9,0.3,2.2,0.047,0.2,-2.1,-1.9,0.1
278,Danny Manning\mannida01,PF,31,PHO,70,1794,19.8,0.554,0.009,0.299,7.3,17.9,12.8,13.6,2.1,1.9,10.5,24.1,3.5,3,6.5,0.174,1,1.3,2.3,1.9
279,Stephon Marbury\marbust01,PG,20,MIN,82,3112,16.3,0.505,0.246,0.364,2.1,6.2,4.2,36.1,1.7,0.2,15.1,24.1,4.2,1.1,5.3,0.082,2.2,-2.9,-0.6,1.1
280,Donyell Marshall\marshdo01,SF,24,GSW,73,2611,15.5,0.474,0.184,0.198,8.3,17.6,12.8,11.2,1.9,1.9,11,22.3,1,3.2,4.2,0.078,-0.1,1.2,1.1,2.1
281,Darrick Martin\martida01,PG,26,LAC,82,2299,12.3,0.509,0.401,0.297,0.9,7.2,4.1,23.2,1.9,0.3,15.7,18.9,2,-0.1,1.9,0.041,0.1,-2.9,-2.8,-0.5
282,Jamal Mashburn\mashbja01,SF,25,MIA,48,1729,14.1,0.533,0.211,0.4,5,10.8,8,13.3,1.4,0.6,13.7,21.2,2.2,1.8,4.1,0.113,0.5,0.1,0.6,1.1
283,Anthony Mason\masonan01,PF,31,CHH,81,3148,16.4,0.552,0.005,0.526,6.9,24.7,15.8,17.3,1.2,0.4,13.4,16,5.7,3.5,9.3,0.141,1,1.7,2.8,3.8
284,Tony Massenburg\masseto01,C,30,VAN,61,894,14.9,0.536,0,0.443,10.3,19.5,14.9,4,1.5,1.9,14,21.4,0.8,0.4,1.3,0.067,-2.5,-2.7,-5.3,-0.7
285,Vernon Maxwell\maxweve01,SG,32,TOT,42,636,12.2,0.512,0.434,0.233,2.6,8.1,5.4,14.2,1.4,0.5,12.3,23.5,0.4,0.4,0.8,0.062,0.2,-3.2,-3,-0.2
286,Vernon Maxwell\maxweve01,SG,32,ORL,11,169,9.4,0.453,0.333,0.333,3.4,5.7,4.5,13,0.7,0.4,11.8,27.5,0,0.1,0,0.013,-2,-4.5,-6.5,-0.2
287,Vernon Maxwell\maxweve01,SG,32,CHH,31,467,13.2,0.539,0.478,0.189,2.4,9,5.7,14.6,1.6,0.5,12.6,22.1,0.5,0.3,0.8,0.08,1,-2.8,-1.8,0
288,Lee Mayberry\maybele01,PG,27,VAN,79,1835,9.2,0.489,0.516,0.146,1.2,5.9,3.6,27.7,1.8,0.4,23.3,11.7,0.7,-0.3,0.4,0.012,-1.6,-3.4,-4.9,-1.4
289,Bob McCann\mccanbo01,SF,33,TOR,1,5,-7.3,0,0,0,0,23.3,11.2,0,0,0,0,8.8,0,0,0,-0.186,-14.9,-5.7,-20.6,0
290,Walter McCarty\mccarwa01,SF,23,BOS,82,2340,11.6,0.483,0.24,0.266,6.5,12.3,9.2,11.9,2.4,1.5,14.7,17.7,0.8,2.2,2.9,0.06,-1.1,0.5,-0.6,0.8
291,George McCloud\mccloge01,SF,30,PHO,63,1213,12.7,0.507,0.487,0.119,4.4,16.2,10.5,10.8,2.3,0.8,12.3,19.2,0.6,1.9,2.4,0.096,-0.2,0.3,0.2,0.7
292,Xavier McDaniel\mcdanxa01,SF,34,NJN,20,180,4.3,0.373,0,0.267,7.2,13.1,10,7,0.9,0.8,19.3,10,-0.1,0.1,0,-0.007,-4.9,-0.1,-5,-0.1
293,Michael McDonald\mcdonmi01,C,28,CHH,1,4,-22.1,,,,30.5,0,15.1,0,0,0,100,23.1,-0.1,0,-0.1,-0.638,-20.8,-2.6,-23.4,0
294,Antonio McDyess\mcdyean01,PF,23,PHO,81,2441,20.3,0.571,0.002,0.355,10.1,19,14.7,7.5,2.2,4,11.7,22.5,4.8,4.6,9.4,0.185,0.8,2.4,3.2,3.2
295,Tracy McGrady*\mcgratr01,SF,18,TOR,64,1179,17.4,0.505,0.103,0.279,9.6,16.2,12.8,14,2.2,3.6,12.9,19.1,1.3,0.7,2,0.081,-0.5,0,-0.5,0.5
296,Jim McIlvaine\mcilvji01,C,25,SEA,78,1211,9.5,0.477,0.013,0.363,9.7,15.8,12.8,2.3,1.1,8.6,17.3,12,0,1.9,1.9,0.075,-4.5,3.7,-0.9,0.3
297,Derrick McKey\mckeyde01,SF,31,IND,57,1316,10.7,0.497,0.052,0.235,7.1,11.9,9.6,10.7,2.4,1.6,18,15.9,0.1,2.1,2.1,0.077,-1.5,2.9,1.4,1.1
298,Aaron McKie\mckieaa01,SG-SF,25,TOT,81,1813,8.6,0.41,0.165,0.144,3.7,11.2,7.4,15,3,0.5,15.8,12,-0.7,2,1.4,0.036,-2.8,1.5,-1.3,0.3
299,Aaron McKie\mckieaa01,SF,25,DET,24,472,10.1,0.478,0.163,0.221,6,11.2,8.6,12.9,2.7,0.2,17.4,13.6,0.1,0.6,0.7,0.069,-1.7,1.2,-0.6,0.2
300,Aaron McKie\mckieaa01,SG,25,PHI,57,1341,8.1,0.383,0.166,0.116,2.9,11.1,7,15.8,3.1,0.7,15.2,11.5,-0.8,1.4,0.7,0.024,-3.2,1.6,-1.6,0.1
301,Nate McMillan\mcmilna01,SG,33,SEA,18,279,12.7,0.46,0.507,0.015,5.7,11.4,8.6,28.6,2.7,1.1,15.1,13.2,0.4,0.3,0.8,0.131,0.5,0.2,0.7,0.2
302,Ron Mercer\mercero01,SG,21,BOS,80,2662,14.1,0.491,0.024,0.196,4.4,8.3,6.2,11.6,2.4,0.5,9.6,22.3,2.2,1.9,4,0.073,-0.9,-1.1,-2,0
303,Marko Milič\milicma01,SF,20,PHO,33,163,18.4,0.644,0.094,0.266,7.3,10.5,9,13.5,3.2,0,22.7,25.7,0.1,0.2,0.3,0.102,0.2,-0.6,-0.4,0.1
304,Anthony Miller\millean01,PF,26,ATL,37,228,16.4,0.571,0,0.75,16.1,19.9,18.1,2.2,3.6,0.9,16.8,16.9,0.3,0.4,0.8,0.159,-0.8,-0.6,-1.4,0
305,Oliver Miller\milleol01,C,27,TOR,64,1628,12.8,0.485,0.011,0.274,9.7,18.2,13.8,18.8,1.8,3,24.1,14.7,-0.1,0.9,0.9,0.026,-2.3,1.1,-1.2,0.3
306,Reggie Miller*\millere01,SG,32,IND,81,2795,19.8,0.619,0.353,0.407,2.1,7.6,5,11.1,1.5,0.3,9.1,23.9,9.2,2.8,12,0.206,5.3,-1.1,4.3,4.4
307,Chris Mills\millsch01,SF,28,NYK,80,2183,12.7,0.512,0.203,0.28,6.6,15.9,11.2,10.4,1.1,1.1,12.4,18.6,1.9,3.3,5.1,0.113,-0.9,1.2,0.3,1.3
308,Terry Mills\millste01,PF,30,MIA,50,782,7.7,0.481,0.393,0.16,5.3,17.1,11.4,8.1,1.3,0.8,16.9,15.8,-0.2,1.1,0.9,0.057,-3,0.2,-2.7,-0.1
309,Greg Minor\minorgr01,SG,26,BOS,69,1126,11.8,0.481,0.097,0.268,5.3,10.9,7.8,12.2,2.4,0.8,10.7,15.4,0.8,0.9,1.7,0.074,-2,-0.4,-2.4,-0.1
310,Sam Mitchell\mitchsa01,SF,34,MIN,81,2239,15.8,0.539,0.054,0.365,6,13.4,9.8,7.6,1.5,0.7,6.6,19.7,4.7,1.4,6.1,0.131,0.4,-1.3,-0.9,0.6
311,Eric Montross\montrer01,C,26,TOT,48,691,8,0.427,0,0.278,11.6,22.2,16.9,2.5,1,2.9,15.2,12.6,-0.2,0.9,0.7,0.049,-5,0,-5,-0.5
312,Eric Montross\montrer01,C,26,PHI,20,337,6.7,0.397,0,0.25,9.5,22,15.7,3.3,1.1,2.6,15.1,13.2,-0.3,0.4,0.1,0.015,-5.9,0,-5.8,-0.3
313,Eric Montross\montrer01,C,26,DET,28,354,9.4,0.46,0,0.309,13.7,22.4,18,1.8,0.9,3.2,15.3,12,0.1,0.5,0.6,0.082,-4.3,0,-4.3,-0.2
314,Chris Morris\morrich01,SF,32,UTA,54,538,14.7,0.498,0.3,0.295,8.7,17.1,13.2,7.5,2.5,2.4,12.4,23,0.3,0.7,1,0.092,-0.8,-0.5,-1.3,0.1
315,Lawrence Moten\motenla01,SG,25,WAS,8,27,-0.2,0.305,0.077,0.308,4.1,0,2.1,16.7,0,0,6.3,25.9,-0.1,0,-0.1,-0.134,-7.9,-6.7,-14.6,-0.1
316,Alonzo Mourning*\mournal01,C,27,MIA,58,1939,22.4,0.595,0,0.635,12.1,21.4,16.9,5.2,1.1,4.9,16,26.8,3.9,3.6,7.5,0.185,0.1,1.1,1.2,1.6
317,Chris Mullin*\mullich01,SF,34,IND,82,2177,16.9,0.607,0.351,0.237,2.2,11.1,6.9,14.6,2.4,1.3,13.3,19.3,4.4,3.2,7.6,0.168,2.9,1.5,4.4,3.5
318,Eric Murdock\murdoer01,PG,29,MIA,82,1395,15.7,0.52,0.217,0.372,3.4,9.5,6.6,26.4,4,0.7,17.6,19.8,1.7,2.4,4.1,0.139,0.3,1.4,1.7,1.3
319,Lamond Murray\murrala01,SF,24,LAC,79,2579,17.8,0.548,0.155,0.299,7.5,13.9,10.7,9.9,2.4,1.4,13.3,22.1,3.7,1.2,4.9,0.092,1.3,-0.4,0.9,1.9
320,Tracy Murray\murratr01,SF,26,WAS,82,2227,17.3,0.563,0.4,0.208,3.7,10.7,7.1,6.5,1.6,0.8,8.5,24,4.6,1.9,6.5,0.139,2.6,-2.4,0.2,1.2
321,Dikembe Mutombo*\mutomdi01,C,31,ATL,82,2917,19.8,0.584,0,0.608,11.5,25.6,18.8,4.8,0.6,6.6,15.1,17.6,5.6,5.2,10.8,0.177,-0.2,2.7,2.5,3.3
322,Martin Müürsepp\muursma01,PF,23,DAL,41,603,14.9,0.528,0.199,0.351,8.3,12.8,10.5,8.5,2.6,1.6,11.6,18.9,0.8,0.6,1.4,0.111,-0.5,-0.4,-0.9,0.2
323,Pete Myers\myerspe01,SG,34,NYK,9,40,16.3,0.554,0,0.6,14.9,15.1,15,12.6,5.4,0,24,19.5,0,0.1,0.1,0.149,-0.5,3.9,3.4,0.1
324,Steve Nash*\nashst01,PG,23,PHO,76,1664,15.6,0.556,0.334,0.147,2.3,8.8,5.6,25.2,2,0.2,13.6,19.6,2.9,1.8,4.8,0.137,1.8,-1.2,0.5,1.1
325,Ivano Newbill\newbiiv01,PF,27,VAN,28,249,7.6,0.413,0.018,0.526,11.1,20.7,15.9,5.3,2.1,0.8,19.5,15.6,-0.3,0.1,-0.1,-0.022,-5.3,-1.3,-6.5,-0.3
326,Johnny Newman\newmajo01,SF,34,DEN,74,2176,14.9,0.547,0.131,0.557,2.6,5.1,3.8,12.2,1.9,0.8,12.9,23.9,3.2,-0.4,2.7,0.06,0.1,-3.6,-3.5,-0.8
327,Jeff Nordgaard\nordgje01,PF,24,MIL,13,48,11.6,0.41,0,0.5,10.1,25.7,17.8,10,2.2,0,12,23.7,0,0.1,0,0.043,-5.3,-1.5,-6.8,-0.1
328,Charles O'Bannon\obannch01,SG,22,DET,30,234,10.5,0.423,0.043,0.217,7.1,9.7,8.4,12,2.1,0.3,10.6,16.8,0,0.2,0.2,0.048,-3,-0.6,-3.6,-0.1
329,Jermaine O'Neal\onealje01,PF,19,POR,60,808,12.7,0.498,0.009,0.385,11.9,16.8,14.5,3.6,1,5.2,16.9,18.2,-0.1,1.3,1.2,0.073,-4.2,1.1,-3,-0.2
330,Shaquille O'Neal*\onealsh01,C,25,LAL,60,2175,28.8,0.587,0,0.594,11.1,24,17.7,13.5,0.9,4.6,10.8,32.9,6.7,3.4,10.2,0.224,3.8,0.8,4.6,3.6
331,Charles Oakley\oaklech01,PF,34,NYK,79,2734,13.1,0.475,0.009,0.163,9.5,22.3,15.9,12.1,2.4,0.6,14.4,15,1.4,5.6,7,0.122,-1.2,4.1,2.9,3.4
332,Hakeem Olajuwon*\olajuha01,C,35,HOU,47,1633,20.8,0.531,0.005,0.335,8.5,24.6,16.7,15.8,2.7,4.1,14.8,23.7,2,2.5,4.5,0.131,0.1,3.6,3.6,2.3
333,Brian Oliver\olivebr01,SG,29,ATL,5,61,6.3,0.361,0,0.211,6,11.2,8.7,5.4,0.9,0,4.6,16.5,-0.1,0,0,-0.012,-5.2,-2.7,-7.9,-0.1
334,Jimmy Oliver\oliveji01,SG,28,WAS,1,10,19.7,0.625,0.5,0,0,23.5,11.4,17.3,0,0,0,17.8,0,0,0,0.228,3.3,-3.3,0.1,0
335,Kevin Ollie\ollieke01,PG,25,TOT,35,430,8.9,0.477,0.01,0.714,2.3,8.2,5.2,24.3,1.6,0,25.5,18.4,-0.4,0.2,-0.1,-0.014,-5.2,-2.2,-7.4,-0.6
336,Kevin Ollie\ollieke01,PG,25,DAL,16,214,7.9,0.434,0,0.595,3.1,8,5.5,22.7,1.5,0,23.2,14.8,-0.1,0.1,-0.1,-0.017,-5.4,-2.2,-7.7,-0.3
337,Kevin Ollie\ollieke01,PG,25,ORL,19,216,9.9,0.508,0.018,0.804,1.6,8.4,4.9,25.8,1.8,0,27,22,-0.2,0.2,0,-0.011,-4.9,-2.2,-7.1,-0.3
338,Greg Ostertag\ostergr01,C,24,UTA,63,1288,12.5,0.494,0,0.586,13.8,21.8,18.1,2.9,1.2,7.7,19.8,13.5,0.1,2.1,2.2,0.084,-2.9,3.4,0.5,0.8
339,Bo Outlaw\outlabo01,PF,26,ORL,82,2953,15.5,0.575,0.007,0.576,9.9,15.6,12.7,12.3,2,4.4,20.5,13.3,3.1,4.5,7.6,0.124,0.4,4.7,5.1,5.3
340,Doug Overton\overtdo01,PG,28,PHI,23,277,5.2,0.443,0.048,0.254,0.8,5,2.9,21.2,1.5,0.3,24.7,15.1,-0.3,0.1,-0.2,-0.035,-5.8,-3,-8.8,-0.5
341,Billy Owens\owensbi01,SF,28,SAC,78,2348,14.4,0.502,0.096,0.271,7.9,20,13.8,15.4,2.1,1.1,15.8,18.3,0.9,2.8,3.7,0.075,-0.8,1.6,0.7,1.6
342,Robert Pack\packro01,PG,28,DAL,12,292,9,0.413,0.061,0.367,3,10.1,6.5,23.5,3.7,0.2,25,23.8,-0.9,0.3,-0.6,-0.093,-6,-0.1,-6.1,-0.3
343,Anthony Parker\parkean01,SG,22,PHI,37,196,14,0.501,0.444,0.317,4.7,10.6,7.6,16.4,3,1.1,13.3,19,0.2,0.2,0.4,0.088,0,-0.9,-0.8,0.1
344,Cherokee Parks\parksch02,C,25,MIN,79,1703,13.6,0.533,0.002,0.376,9.4,19.6,14.6,4.7,1.1,3.6,11.2,15.4,2,1.8,3.8,0.108,-1.9,0.6,-1.3,0.3
345,Gary Payton*\paytoga01,PG,29,SEA,82,3145,21.6,0.544,0.311,0.293,3,11.2,7.1,36.7,3.1,0.4,13.7,24.6,8.5,4,12.5,0.19,4.9,0.1,5,5.6
346,Anthony Peeler\peelean01,SG,28,TOT,38,1193,15,0.532,0.298,0.112,3.6,8.1,5.9,18.3,2.7,0.4,10.4,18.3,1.8,0.7,2.5,0.1,2,-0.8,1.2,1
347,Anthony Peeler\peelean01,SG,28,VAN,8,202,15.2,0.529,0.264,0.083,3.4,7.9,5.7,19.5,2.3,0,7.4,17.8,0.4,0,0.4,0.087,1.8,-2.8,-1,0
348,Anthony Peeler\peelean01,SG,28,MIN,30,991,15,0.533,0.305,0.118,3.6,8.2,5.9,18.1,2.7,0.4,10.9,18.4,1.4,0.7,2.1,0.102,2.1,-0.5,1.6,0.9
349,Will Perdue\perduwi01,C,32,SAS,79,1491,14.8,0.557,0.003,0.451,14.6,26.1,20.7,6.1,0.8,2.4,18.6,13.7,1.5,3.2,4.7,0.151,-1.7,2.1,0.4,0.9
350,Sam Perkins\perkisa01,PF,36,SEA,81,1675,13.6,0.55,0.471,0.272,3.9,14.2,9.1,10.3,2,1.3,10.5,16.3,2.6,2,4.5,0.129,0.6,0,0.6,1.1
351,Elliot Perry\perryel01,PG,28,MIL,81,1752,11.5,0.485,0.089,0.194,1.5,6.1,3.8,22.1,2.7,0.1,17.4,19.2,0,1.3,1.3,0.035,-2.3,-1.5,-3.8,-0.8
352,Chuck Person\persoch01,PF,33,SAS,61,1455,8.3,0.494,0.693,0.093,1.4,13.9,8.1,9.3,1.1,0.5,13.9,15.5,-0.1,2.1,2.1,0.068,-1.2,0.4,-0.9,0.4
353,Wesley Person\persowe01,SG,26,CLE,82,3198,15.1,0.583,0.467,0.178,2.5,11.3,7,10.3,2.2,1.2,9.6,16.5,5.3,5,10.3,0.155,2.6,1.9,4.5,5.2
354,Bobby Phills\phillbo01,SG,28,CHH,62,1887,12.5,0.523,0.207,0.254,3.8,10,6.9,16,2.3,0.7,15,17.7,1.5,1.7,3.2,0.081,0.2,0.3,0.4,1.2
355,Eric Piatkowski\piatker01,SG,27,LAC,67,1740,15.5,0.591,0.456,0.299,4.5,11,7.7,8.2,1.5,0.5,11.1,18.4,3.8,0.1,3.9,0.108,2.3,-2.4,-0.1,0.8
356,Ricky Pierce\piercri01,SG,38,MIL,39,442,9.8,0.455,0.091,0.364,5.2,7.2,6.2,12.5,1.1,0,11.2,19.3,0.1,0.2,0.3,0.033,-2.9,-2.8,-5.7,-0.4
357,Scottie Pippen*\pippesc01,SF,32,CHI,44,1652,20.4,0.533,0.273,0.274,3.7,12.1,7.9,26.5,2.6,1.9,12.1,24.4,3.7,3,6.6,0.193,4,1.8,5.8,3.2
358,Scot Pollard\pollasc01,C,22,DET,33,317,13.3,0.555,0,0.329,12.7,15.1,13.9,4.7,1.4,2.4,13,13.5,0.5,0.4,0.9,0.141,-1.1,0.3,-0.8,0.1
359,Olden Polynice\polynol01,C,33,SAC,70,1458,14.7,0.464,0.002,0.212,12.9,20.8,16.8,12.7,1.3,2.1,14.2,21.1,-0.1,1.6,1.5,0.049,-2.1,0.5,-1.6,0.2
360,Mark Pope\popema01,SF,25,IND,28,193,3.4,0.402,0.073,0.415,5.9,10.1,8.1,5.5,0.8,2.2,17.1,14.4,-0.2,0.2,0,-0.003,-5.5,0.7,-4.8,-0.1
361,Terry Porter\portete01,PG,34,MIN,82,1786,17.3,0.586,0.404,0.338,2.4,8.2,5.3,23.5,1.8,0.6,13.6,19.1,4.3,0.9,5.2,0.139,2.9,-2.2,0.7,1.2
362,Vitaly Potapenko\potapvi01,C,22,CLE,80,1412,11,0.517,0.002,0.295,9.7,17.4,13.6,7.4,1,1.5,19.3,22.4,-0.7,2.2,1.5,0.052,-3.9,0,-3.9,-0.7
363,Brent Price\pricebr01,PG,29,HOU,72,1332,10.9,0.575,0.603,0.316,3.3,6.1,4.8,22.3,2.1,0.2,23.9,15.8,1.2,0.4,1.6,0.059,0.3,-2.2,-1.9,0
364,Mark Price\pricema01,PG,33,ORL,63,1430,14.9,0.518,0.292,0.194,1.9,8.8,5.3,38.6,2,0.3,21.9,23.7,0.5,1.3,1.7,0.058,0.5,-2.2,-1.6,0.1
365,Theo Ratliff\ratlith01,C,24,TOT,82,2447,16.2,0.561,0,0.471,10.4,15.6,12.9,3.9,1.1,7.9,13.9,15.5,3.4,3.4,6.7,0.132,-1.2,3.4,2.2,2.6
366,Theo Ratliff\ratlith01,C,24,DET,24,586,13,0.566,0,0.568,9.3,15.3,12.3,4.1,1.1,7.1,19.7,13.7,0.4,0.9,1.4,0.111,-2.5,3.6,1.1,0.5
367,Theo Ratliff\ratlith01,C,24,PHI,58,1861,17.2,0.56,0,0.449,10.7,15.6,13.2,3.9,1.1,8.1,12.4,16,2.9,2.5,5.4,0.139,-0.7,3.3,2.6,2.2
368,Eldridge Recasner\recasel01,SG,30,ATL,59,1454,13,0.563,0.327,0.175,2.7,8.6,5.7,13.8,1.5,0,15.8,18.4,1.9,1,2.9,0.095,0.7,-1.7,-1,0.4
369,Bryant Reeves\reevebr01,C,24,VAN,74,2527,17.3,0.559,0.004,0.336,9,17.7,13.3,10.9,0.8,2.2,12.6,21.8,4.3,0.6,4.9,0.093,0.9,-1,0,1.3
370,Khalid Reeves\reevekh01,PG,25,DAL,82,1950,13.1,0.522,0.256,0.359,3,7.6,5.3,19.8,2.2,0.4,15.9,19.2,1.5,1,2.5,0.062,-0.5,-1.6,-2.1,-0.1
371,Don Reid\reiddo01,PF,24,DET,68,994,11.4,0.574,0,0.403,9.2,11.8,10.5,4.2,1.4,4.2,11.9,11,1.5,1.3,2.8,0.135,-1.2,2,0.8,0.7
372,J.R. Reid\reidjr01,PF,29,CHH,79,1109,11.3,0.517,0.025,0.384,7.9,14.9,11.4,7.4,1.7,1.3,14.9,18.2,0.6,1.1,1.8,0.076,-2.4,-0.4,-2.8,-0.2
373,Shawn Respert\respesh01,SG,25,TOT,57,911,12.3,0.53,0.317,0.208,4.4,8,6.1,11.3,1.9,0.1,13,17.9,0.8,0,0.8,0.045,-0.7,-3.3,-4,-0.5
374,Shawn Respert\respesh01,SG,25,TOR,47,696,12.9,0.552,0.321,0.258,4.7,7.2,5.9,10.4,2.2,0.1,12.4,16.7,1,0,0.9,0.064,-0.1,-3.4,-3.5,-0.3
375,Shawn Respert\respesh01,SG,25,DAL,10,215,10.3,0.471,0.31,0.083,3.5,10.6,7,14.2,1.2,0,14.7,21.7,-0.2,0.1,-0.1,-0.017,-2.6,-3,-5.6,-0.2
376,Rodrick Rhodes\rhodero01,SF,24,HOU,58,1070,7.7,0.439,0.026,0.59,3.1,4.6,3.9,16.1,3.1,0.7,20.2,20.4,-1.5,0.6,-0.9,-0.04,-5,-0.9,-5.9,-1
377,Glen Rice\ricegl01,SF,30,CHH,82,3295,17.4,0.568,0.216,0.364,3.3,9.6,6.5,9.9,1.3,0.5,10.2,25.1,7.4,2,9.3,0.136,2.6,-1.9,0.7,2.3
378,Pooh Richardson\richapo01,PG,31,LAC,69,1252,10.3,0.411,0.171,0.129,1.5,7.2,4.4,28.1,1.8,0.2,13.3,14.4,0.3,-0.1,0.2,0.006,-2.8,-3.1,-5.9,-1.2
379,Mitch Richmond*\richmmi01,SG,32,SAC,70,2569,20.4,0.569,0.274,0.386,2.1,7.9,5,20.2,1.8,0.4,11.3,27.8,6.6,1.3,7.9,0.148,4.7,-2.3,2.3,2.8
380,Isaiah Rider\rideris01,SG,26,POR,74,2786,15.2,0.514,0.323,0.205,4.3,10,7.2,15.7,1.1,0.5,11.6,26.1,3.2,2.5,5.8,0.099,1.7,-1.4,0.3,1.6
381,Eric Riley\rileyer01,C,27,DAL,39,544,11.2,0.461,0.007,0.267,8.6,18.8,13.6,6.5,1.5,5.9,19.7,15.8,-0.4,0.7,0.3,0.029,-5.6,2.3,-3.3,-0.2
382,Stanley Roberts\roberst01,C,27,MIN,74,1328,11.9,0.503,0,0.404,9.4,21.5,15.5,3.1,0.9,3.8,13.3,17.5,0.3,1.5,1.8,0.064,-3.9,-0.4,-4.3,-0.8
383,Chris Robinson\robinch01,SG,23,TOT,35,414,9.1,0.447,0.379,0.092,2.4,10.2,6.2,15.8,2.4,0.7,15.4,23,-0.5,0.2,-0.3,-0.034,-2.9,-2.2,-5.1,-0.3
384,Chris Robinson\robinch01,SG,23,VAN,16,143,4.7,0.423,0.381,0.032,0,10.4,5.2,11.7,2.6,0.5,19,24.5,-0.4,0,-0.4,-0.13,-5.8,-3.3,-9.1,-0.3
385,Chris Robinson\robinch01,SG,23,SAC,19,271,11.4,0.461,0.378,0.126,3.6,10.1,6.8,18,2.3,0.8,13.3,22.2,-0.1,0.2,0.1,0.017,-1.3,-1.6,-3,-0.1
386,Clifford Robinson\robincl02,SF,31,PHO,80,2359,17.4,0.538,0.094,0.402,7.7,12.5,10.1,11.9,2,2.8,11.7,22.9,3.6,3.5,7.1,0.144,0.7,1.4,2.2,2.5
387,David Robinson*\robinda01,C,32,SAS,73,2457,27.8,0.581,0.004,0.62,12,23.7,18.2,15.9,1.4,5.5,13,29.7,7.8,6,13.8,0.269,3.7,4.1,7.8,6.1
388,Glenn Robinson\robingl01,SF,25,MIL,56,2294,16.8,0.522,0.057,0.234,4.3,12.1,8.2,13.8,1.6,1.1,13.8,28.9,1.3,1.8,3.1,0.065,0,-0.9,-1,0.6
389,James Robinson\robinja02,PG,27,LAC,70,1231,12.4,0.494,0.449,0.214,3.4,6.9,5.1,18.8,1.6,0.5,15,23.3,0.3,-0.1,0.2,0.007,0,-3.8,-3.8,-0.5
390,Larry Robinson\robinla01,SF,30,VAN,6,41,15.8,0.428,0.316,0.105,5.6,28,16.8,4,5.1,0,9.1,23.7,0,0.1,0,0.033,-4,-1.9,-6,0
391,Dennis Rodman*\rodmade01,PF,36,CHI,80,2856,12.4,0.459,0.064,0.308,16.8,31.4,24.1,11.2,0.9,0.5,26.4,8.7,1.9,5.9,7.8,0.131,-1,3.7,2.7,3.4
392,Carlos Rogers\rogerca01,PF,26,TOT,21,376,12.7,0.533,0.022,0.352,10.1,9.9,10,7.7,1.4,1.5,11.8,13.9,0.5,0,0.5,0.064,-1.1,-2,-3.1,-0.1
393,Carlos Rogers\rogerca01,PF,26,TOR,18,351,13.1,0.534,0.011,0.368,10.5,10.3,10.4,7.4,1.3,1.6,11.4,14.3,0.5,0,0.5,0.064,-1,-2.1,-3.1,-0.1
394,Carlos Rogers\rogerca01,PF,26,POR,3,25,8.1,0.5,0.25,0,4.8,4.5,4.7,12.4,2.1,0,20,9.1,0,0,0,0.057,-2.9,-0.3,-3.2,0
395,Rodney Rogers\rogerro01,SF,26,LAC,76,2499,15.8,0.532,0.227,0.351,7,12.4,9.7,14.2,1.9,1,15.2,22.6,2.6,0.7,3.3,0.063,1.3,-1,0.3,1.5
396,Roy Rogers\rogerro02,PF,24,TOT,15,106,5.4,0.362,0,0.24,8.1,10.5,9.1,2.8,1.5,5.6,15.3,13.4,-0.2,0.1,-0.1,-0.047,-7.1,0.1,-7.1,-0.1
397,Roy Rogers\rogerro02,PF,24,BOS,9,37,8.2,0.394,0,0.25,0,17.4,8,4,2.8,8.5,10.1,11.5,0,0.1,0,0.036,-7.8,4.5,-3.3,0
398,Roy Rogers\rogerro02,PF,24,TOR,6,69,3.9,0.346,0,0.235,12.5,6.8,9.7,2.2,0.8,4,17.6,14.5,-0.1,0,-0.1,-0.091,-6.7,-2.3,-9,-0.1
399,Sean Rooks\rooksse01,C,28,LAL,41,425,13.4,0.512,0,0.782,12.6,18.7,15.7,8.2,0.2,3.7,12.3,16,0.7,0.5,1.1,0.13,-1.8,0,-1.7,0
400,Jalen Rose\roseja01,SF,25,IND,82,1706,14.1,0.545,0.12,0.376,2.1,11.2,6.9,16,1.8,0.6,15.7,23.4,1.1,2.2,3.3,0.092,-0.7,0.1,-0.6,0.6
401,Malik Rose\rosema01,PF,23,SAS,53,429,10.1,0.485,0.022,0.449,11.5,12.6,12.1,7.5,2.7,1.2,21.3,22.6,-0.4,0.8,0.4,0.044,-4.2,0.9,-3.2,-0.1
402,Donald Royal\royaldo01,SF,31,TOT,31,323,8.3,0.473,0,0.478,6.8,8.5,7.6,7.9,1.2,0.2,10.7,13.4,0.3,0.2,0.4,0.065,-2.7,-1.4,-4,-0.2
